Title,Artist,Album,Track,Year,Length,Size,Last Modified,Path,Filename,Genre
Black Balloon,Goo Goo Dolls,Dizzy Up the Girl,5,1998,250,28.71 MB,4/11/2012,D:\Music Library\Music (FLAC)\The Goo Goo Dolls\Dizzy Up the Girl\,05 Black Balloon.flac,Rock
Hate This Place,Goo Goo Dolls,Dizzy Up the Girl,13,1998,264,31.95 MB,4/11/2012,D:\Music Library\Music (FLAC)\The Goo Goo Dolls\Dizzy Up the Girl\,13 Hate This Place.flac,Rock
Bullet Proof,Goo Goo Dolls,Dizzy Up the Girl,6,1998,278,33.75 MB,4/11/2012,D:\Music Library\Music (FLAC)\The Goo Goo Dolls\Dizzy Up the Girl\,06 Bullet Proof.flac,Rock
Iris,Goo Goo Dolls,Dizzy Up the Girl,11,1998,290,34.08 MB,4/11/2012,D:\Music Library\Music (FLAC)\The Goo Goo Dolls\Dizzy Up the Girl\,11 Iris.flac,Rock
Evil!,Grinderman,Grinderman 2,6,2010,176,5.38 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,06 Evil!.mp3,Rock
Worm Tamer,Grinderman,Grinderman 2,2,2010,193,5.92 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,02 Worm Tamer.mp3,Rock
What I Know,Grinderman,Grinderman 2,5,2010,199,6.11 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,05 What I Know.mp3,Rock
Palaces of Montezuma,Grinderman,Grinderman 2,8,2010,212,6.50 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,08 Palaces of Montezuma.mp3,Rock
Heathen Child,Grinderman,Grinderman 2,3,2010,299,9.16 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,03 Heathen Child.mp3,Rock
Kitchenette,Grinderman,Grinderman 2,7,2010,317,9.69 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,07 Kitchenette.mp3,Rock
Bellringer Blues,Grinderman,Grinderman 2,9,2010,331,10.11 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,09 Bellringer Blues.mp3,Rock
Mickey Mouse and the Goodbye Man,Grinderman,Grinderman 2,1,2010,342,10.47 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,01 Mickey Mouse and the Goodbye Man.mp3,Rock
When My Baby Comes,Grinderman,Grinderman 2,4,2010,409,12.49 MB,4/1/2011,D:\Music Library\Music (VBR)\Grinderman\Grinderman 2\,04 When My Baby Comes.mp3,Rock
You're Crazy,Guns N' Roses,Appetite for Destruction,10,1987,197,24.82 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,10 You're Crazy.flac,Rock
It's So Easy,Guns N' Roses,Appetite for Destruction,2,1987,203,24.04 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,02 It's So Easy.flac,Rock
Anything Goes,Guns N' Roses,Appetite for Destruction,11,1987,206,25.35 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,11 Anything Goes.flac,Rock
My Michelle,Guns N' Roses,Appetite for Destruction,7,1987,220,27.05 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,07 My Michelle.flac,Rock
Mr. Brownstone,Guns N' Roses,Appetite for Destruction,5,1987,229,28.48 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,05 Mr. Brownstone.flac,Rock
Think About You,Guns N' Roses,Appetite for Destruction,8,1987,232,27.60 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,08 Think About You.flac,Rock
Out Ta Get Me,Guns N' Roses,Appetite for Destruction,4,1987,264,31.33 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,04 Out Ta Get Me.flac,Rock
Nightrain,Guns N' Roses,Appetite for Destruction,3,1987,269,30.50 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,03 Nightrain.flac,Rock
Welcome to the Jungle,Guns N' Roses,Appetite for Destruction,1,1987,274,31.10 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,01 Welcome to the Jungle.flac,Rock
Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction,9,1987,356,40.49 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,09 Sweet Child O' Mine.flac,Rock
Rocket Queen,Guns N' Roses,Appetite for Destruction,12,1987,373,45.61 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,12 Rocket Queen.flac,Rock
Paradise City,Guns N' Roses,Appetite for Destruction,6,1987,406,48.41 MB,6/28/2012,D:\Music Library\Music (FLAC)\Guns N' Roses\Appetite for Destruction\,06 Paradise City.flac,Rock
Beyond the Threshold,Hüsker Dü,Zen Arcade,8,1984,97,3.54 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,08 Beyond the Threshold.mp3,Rock
Never Talking to You Again,Hüsker Dü,Zen Arcade,3,1984,101,3.11 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,03 Never Talking to You Again.mp3,Rock
Dreams Reoccurring,Hüsker Dü,Zen Arcade,5,1984,101,2.95 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,05 Dreams Reoccurring.mp3,Rock
Pride,Hüsker Dü,Zen Arcade,9,1984,108,3.78 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,09 Pride.mp3,Rock
Something I Learned Today,Hüsker Dü,Zen Arcade,1,1984,123,4.01 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,01 Something I Learned Today.mp3,Rock
The Biggest Lie,Hüsker Dü,Zen Arcade,11,1984,123,4.11 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,11 The Biggest Lie.mp3,Rock
"Broken Home, Broken Heart",Hüsker Dü,Zen Arcade,2,1984,125,4.33 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,"02 Broken Home, Broken Heart.mp3",Rock
Indecision Time,Hüsker Dü,Zen Arcade,6,1984,134,4.73 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,06 Indecision Time.mp3,Rock
I'll Never Forget You,Hüsker Dü,Zen Arcade,10,1984,140,4.93 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,10 I'll Never Forget You.mp3,Rock
Somewhere,Hüsker Dü,Zen Arcade,15,1984,151,4.89 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,15 Somewhere.mp3,Rock
Pink Turns to Blue,Hüsker Dü,Zen Arcade,17,1984,163,5.53 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,17 Pink Turns to Blue.mp3,Rock
The Tooth Fairy and the Princess,Hüsker Dü,Zen Arcade,21,1984,165,4.60 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,21 The Tooth Fairy and the Princess.mp3,Rock
Masochism World,Hüsker Dü,Zen Arcade,13,1984,168,5.98 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,13 Masochism World.mp3,Rock
Newest Industry,Hüsker Dü,Zen Arcade,18,1984,186,6.23 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,18 Newest Industry.mp3,Rock
Standing by the Sea,Hüsker Dü,Zen Arcade,14,1984,203,6.31 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,14 Standing by the Sea.mp3,Rock
Hare Krsna,Hüsker Dü,Zen Arcade,7,1984,216,6.16 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,07 Hare Krsna.mp3,Rock
Chartered Trips,Hüsker Dü,Zen Arcade,4,1984,219,6.93 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,04 Chartered Trips.mp3,Rock
Whatever,Hüsker Dü,Zen Arcade,20,1984,233,7.57 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,20 Whatever.mp3,Rock
What's Going On,Hüsker Dü,Zen Arcade,12,1984,264,8.73 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,12 What's Going On.mp3,Rock
Turn on the News,Hüsker Dü,Zen Arcade,22,1984,268,8.88 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,22 Turn on the News.mp3,Rock
Reoccurring Dreams,Hüsker Dü,Zen Arcade,23,1984,841,26.12 MB,4/1/2011,D:\Music Library\Music (VBR)\Hüsker Dü\Zen Arcade\,23 Reoccurring Dreams.mp3,Rock
I Miss You,Incubus,Make Yourself,11,1999,169,19.57 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,11 I Miss You.flac,Rock
Make Yourself,Incubus,Make Yourself,7,1999,183,22.10 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,07 Make Yourself.flac,Rock
Consequence,Incubus,Make Yourself,3,1999,199,22.85 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,03 Consequence.flac,Rock
Stellar,Incubus,Make Yourself,6,1999,200,22.47 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,06 Stellar.flac,Rock
Out From Under,Incubus,Make Yourself,13,1999,209,24.89 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,13 Out From Under.flac,Rock
Pardon Me,Incubus,Make Yourself,12,1999,224,24.59 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,12 Pardon Me.flac,Rock
Battlestar Scralatchtica,Incubus,Make Yourself,10,1999,230,23.68 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,10 Battlestar Scralatchtica.flac,Rock
Drive,Incubus,Make Yourself,8,1999,232,25.24 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,08 Drive.flac,Rock
Privilege,Incubus,Make Yourself,1,1999,235,26.47 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,01 Privilege.flac,Rock
Clean,Incubus,Make Yourself,9,1999,236,28.07 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,09 Clean.flac,Rock
When It Comes,Incubus,Make Yourself,5,1999,240,29.02 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,05 When It Comes.flac,Rock
The Warmth,Incubus,Make Yourself,4,1999,265,29.77 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,04 The Warmth.flac,Rock
Nowhere Fast,Incubus,Make Yourself,2,1999,270,29.65 MB,4/1/2011,D:\Music Library\Music (FLAC)\Incubus\Make Yourself\,02 Nowhere Fast.flac,Rock
Younger Us,Japandroids,Celebration Rock,6,2012,213,6.62 MB,7/1/2012,D:\Music Library\Music (VBR)\Japandroids\Celebration Rock\,06 Younger Us.mp3,Rock
The Nights of Wine and Roses,Japandroids,Celebration Rock,1,2012,242,7.51 MB,7/1/2012,D:\Music Library\Music (VBR)\Japandroids\Celebration Rock\,01 The Nights of Wine and Roses.mp3,Rock
For the Love of Ivy,Japandroids,Celebration Rock,4,2012,253,7.84 MB,7/1/2012,D:\Music Library\Music (VBR)\Japandroids\Celebration Rock\,04 For the Love of Ivy.mp3,Rock
Adrenaline Nightshift,Japandroids,Celebration Rock,5,2012,266,8.25 MB,7/1/2012,D:\Music Library\Music (VBR)\Japandroids\Celebration Rock\,05 Adrenaline Nightshift.mp3,Rock
Evil's Sway,Japandroids,Celebration Rock,3,2012,267,8.25 MB,7/1/2012,D:\Music Library\Music (VBR)\Japandroids\Celebration Rock\,03 Evil's Sway.mp3,Rock
Fire's Highway,Japandroids,Celebration Rock,2,2012,284,8.78 MB,7/1/2012,D:\Music Library\Music (VBR)\Japandroids\Celebration Rock\,02 Fire's Highway.mp3,Rock
The House That Heaven Built,Japandroids,Celebration Rock,7,2012,289,8.94 MB,7/1/2012,D:\Music Library\Music (VBR)\Japandroids\Celebration Rock\,07 The House That Heaven Built.mp3,Rock
Continuous Thunder,Japandroids,Celebration Rock,8,2012,299,9.25 MB,7/1/2012,D:\Music Library\Music (VBR)\Japandroids\Celebration Rock\,08 Continuous Thunder.mp3,Rock
Last Chance,Jet,Get Born,1,2003,112,13.36 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,01 Last Chance.flac,Rock
Take It or Leave It,Jet,Get Born,11,2003,143,17.22 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,11 Take It or Leave It.flac,Rock
Get Me Outta Here,Jet,Get Born,8,2003,176,21.43 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,08 Get Me Outta Here.flac,Rock
Rollover D.J.,Jet,Get Born,3,2003,197,23.88 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,03 Rollover D.J..flac,Rock
Are You Gonna Be My Girl,Jet,Get Born,2,2003,214,26.73 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,02 Are You Gonna Be My Girl.flac,Rock
Look What You've Done,Jet,Get Born,4,2003,231,22.43 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,04 Look What You've Done.flac,Rock
Cold Hard Bitch,Jet,Get Born,9,2003,243,28.97 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,09 Cold Hard Bitch.flac,Rock
Get What You Need,Jet,Get Born,5,2003,248,29.43 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,05 Get What You Need.flac,Rock
Move On,Jet,Get Born,6,2003,261,25.02 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,06 Move On.flac,Rock
Come Around Again,Jet,Get Born,10,2003,270,28.45 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,10 Come Around Again.flac,Rock
Timothy,Jet,Get Born,13,2003,270,26.63 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,13 Timothy.flac,Rock
Radio Song,Jet,Get Born,7,2003,272,29.52 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,07 Radio Song.flac,Rock
Lazy Gun,Jet,Get Born,12,2003,282,30.81 MB,4/1/2011,D:\Music Library\Music (FLAC)\Jet\Get Born\,12 Lazy Gun.flac,Rock
Can You See Me,Jimi Hendrix,Are You Experienced?,15,1967,153,16.57 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,15 Can You See Me.flac,Rock
Fire,Jimi Hendrix,Are You Experienced?,8,1967,164,17.19 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,08 Fire.flac,Rock
Remember,Jimi Hendrix,Are You Experienced?,16,1967,169,18.18 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,16 Remember.flac,Rock
Purple Haze,Jimi Hendrix,Are You Experienced?,1,1967,171,19.30 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,01 Purple Haze.flac,Rock
May This Be Love,Jimi Hendrix,Are You Experienced?,5,1967,190,18.29 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,05 May This Be Love.flac,Rock
Love or Confusion,Jimi Hendrix,Are You Experienced?,4,1967,193,20.33 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,04 Love or Confusion.flac,Rock
51st Anniversary,Jimi Hendrix,Are You Experienced?,13,1967,196,20.85 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,13 51st Anniversary.flac,Rock
Foxey Lady,Jimi Hendrix,Are You Experienced?,10,1967,199,21.60 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,10 Foxey Lady.flac,Rock
The Wind Cries Mary,Jimi Hendrix,Are You Experienced?,7,1967,201,20.43 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,07 The Wind Cries Mary.flac,Rock
Hey Joe,Jimi Hendrix,Are You Experienced?,3,1967,210,23.25 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,03 Hey Joe.flac,Rock
Highway Chile,Jimi Hendrix,Are You Experienced?,14,1967,213,24.00 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,14 Highway Chile.flac,Rock
Stone Free,Jimi Hendrix,Are You Experienced?,12,1967,216,25.19 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,12 Stone Free.flac,Rock
Manic Depression,Jimi Hendrix,Are You Experienced?,2,1967,222,24.72 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,02 Manic Depression.flac,Rock
Red House,Jimi Hendrix,Are You Experienced?,17,1967,231,23.58 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,17 Red House.flac,Rock
I Don't Live Today,Jimi Hendrix,Are You Experienced?,6,1967,235,24.79 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,06 I Don't Live Today.flac,Rock
Are You Experienced?,Jimi Hendrix,Are You Experienced?,11,1967,256,27.36 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,11 Are You Experienced.flac,Rock
Third Stone From the Sun,Jimi Hendrix,Are You Experienced?,9,1967,404,41.55 MB,8/9/2011,D:\Music Library\Music (FLAC)\The Jimi Hendrix Experience\Are You Experienced\,09 Third Stone From the Sun.flac,Rock
The Crunge,Led Zeppelin,Houses of the Holy,4,1973,195,4.46 MB,4/1/2011,D:\Music Library\Music\Led Zeppelin\Houses of the Holy\,04 The Crunge.mp3,Rock
Dancing Days,Led Zeppelin,Houses of the Holy,5,1973,225,5.14 MB,4/1/2011,D:\Music Library\Music\Led Zeppelin\Houses of the Holy\,05 Dancing Days.mp3,Rock
D'Yer Mak'er,Led Zeppelin,Houses of the Holy,6,1973,265,6.03 MB,4/1/2011,D:\Music Library\Music\Led Zeppelin\Houses of the Holy\,06 D'Yer Mak'er.mp3,Rock
The Ocean,Led Zeppelin,Houses of the Holy,8,1973,271,6.20 MB,4/1/2011,D:\Music Library\Music\Led Zeppelin\Houses of the Holy\,08 The Ocean.mp3,Rock
Over the Hills and Far Away,Led Zeppelin,Houses of the Holy,3,1973,290,6.64 MB,4/1/2011,D:\Music Library\Music\Led Zeppelin\Houses of the Holy\,03 Over the Hills and Far Away.mp3,Rock
The Song Remains the Same,Led Zeppelin,Houses of the Holy,1,1973,330,7.54 MB,4/1/2011,D:\Music Library\Music\Led Zeppelin\Houses of the Holy\,01 The Song Remains the Same.mp3,Rock
No Quarter,Led Zeppelin,Houses of the Holy,7,1973,424,9.70 MB,4/1/2011,D:\Music Library\Music\Led Zeppelin\Houses of the Holy\,07 No Quarter.mp3,Rock
The Rain Song,Led Zeppelin,Houses of the Holy,2,1973,460,10.53 MB,4/1/2011,D:\Music Library\Music\Led Zeppelin\Houses of the Holy\,02 The Rain Song.mp3,Rock
Animal Kingdom,Meat Puppets,Up on the Sun,4,1985,85,8.01 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,04 Animal Kingdom.flac,Rock
Creator,Meat Puppets,Up on the Sun,12,1985,130,14.02 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,12 Creator.flac,Rock
Too Real,Meat Puppets,Up on the Sun,8,1985,133,12.93 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,08 Too Real.flac,Rock
Seal Whales,Meat Puppets,Up on the Sun,10,1985,140,12.45 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,10 Seal Whales.flac,Rock
Buckethead,Meat Puppets,Up on the Sun,7,1985,142,14.04 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,07 Buckethead.flac,Rock
Enchanted Porkfist,Meat Puppets,Up on the Sun,9,1985,150,15.92 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,09 Enchanted Porkfist.flac,Rock
Swimming Ground,Meat Puppets,Up on the Sun,6,1985,187,20.61 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,06 Swimming Ground.flac,Rock
Maiden's Milk,Meat Puppets,Up on the Sun,2,1985,200,19.94 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,02 Maiden's Milk.flac,Rock
Two Rivers,Meat Puppets,Up on the Sun,11,1985,202,21.59 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,11 Two Rivers.flac,Rock
Away,Meat Puppets,Up on the Sun,3,1985,208,20.90 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,03 Away.flac,Rock
Hot Pink,Meat Puppets,Up on the Sun,5,1985,208,20.72 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,05 Hot Pink.flac,Rock
Up on the Sun,Meat Puppets,Up on the Sun,1,1985,244,24.46 MB,6/20/2011,D:\Music Library\Music (FLAC)\Meat Puppets\Up on the Sun\,01 Up on the Sun.flac,Rock
Copache,Melvins,Houdini,11,1993,127,14.53 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,11 Copache.flac,Rock
Set Me Straight,Melvins,Houdini,7,1993,146,17.07 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,07 Set Me Straight.flac,Rock
Pearl Bomb,Melvins,Houdini,12,1993,166,16.75 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,12 Pearl Bomb.flac,Rock
Hooch,Melvins,Houdini,1,1993,171,19.43 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,01 Hooch.flac,Rock
Teet,Melvins,Houdini,10,1993,172,18.99 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,10 Teet.flac,Rock
Honey Bucket,Melvins,Houdini,5,1993,182,20.65 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,05 Honey Bucket.flac,Rock
Joan of Arc,Melvins,Houdini,9,1993,216,23.56 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,09 Joan of Arc.flac,Rock
Sky Pup,Melvins,Houdini,8,1993,230,24.90 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,08 Sky Pup.flac,Rock
Going Blind,Melvins,Houdini,4,1993,273,31.94 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,04 Going Blind.flac,Rock
Night Goat,Melvins,Houdini,2,1993,281,30.53 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,02 Night Goat.flac,Rock
Lizzy,Melvins,Houdini,3,1993,284,26.90 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,03 Lizzy.flac,Rock
Hag Me,Melvins,Houdini,6,1993,427,47.55 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,06 Hag Me.flac,Rock
Spread Eagle Beagle,Melvins,Houdini,13,1993,613,54.95 MB,4/1/2011,D:\Music Library\Music (FLAC)\Melvins\Houdini\,13 Spread Eagle Beagle.flac,Rock
Dog Park,Minus the Bear,They Make Beer Commercials Like This,3,2004,156,18.25 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\They Make Beer Commercials Like This\,03 Dog Park.flac,Rock
Let's Play Clowns,Minus the Bear,They Make Beer Commercials Like This,2,2004,217,25.32 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\They Make Beer Commercials Like This\,02 Let's Play Clowns.flac,Rock
Pony Up,Minus the Bear,They Make Beer Commercials Like This,6,2004,227,23.75 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\They Make Beer Commercials Like This\,06 Pony Up.flac,Rock
Fine + 2 Pts,Minus the Bear,They Make Beer Commercials Like This,1,2004,231,27.45 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\They Make Beer Commercials Like This\,01 Fine + 2 Pts.flac,Rock
I'm Totally Not Down With Rob's Alien,Minus the Bear,They Make Beer Commercials Like This,4,2004,246,26.60 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\They Make Beer Commercials Like This\,04 I'm Totally Not Down With Rob's Alien.flac,Rock
Hey! Is That a Ninja Up There?,Minus the Bear,They Make Beer Commercials Like This,5,2004,246,28.15 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\They Make Beer Commercials Like This\,05 Hey! Is That a Ninja Up There.flac,Rock
Intro,Minus the Bear,This Is What I Know About Being Gigantic,4,2001,72,6.17 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\This Is What I Know About Being Gigantic\,04 Intro.flac,Rock
Untitled,Minus the Bear,This Is What I Know About Being Gigantic,3,2001,127,10.31 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\This Is What I Know About Being Gigantic\,03 Untitled.flac,Rock
"Lemurs, Man, Lemurs",Minus the Bear,This Is What I Know About Being Gigantic,2,2001,190,19.87 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\This Is What I Know About Being Gigantic\,"02 Lemurs, Man, Lemurs.flac",Rock
"Hey, Wanna Throw Up? Get Me Naked",Minus the Bear,This Is What I Know About Being Gigantic,1,2001,229,24.51 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\This Is What I Know About Being Gigantic\,"01 Hey, Wanna Throw Up Get Me Naked.flac",Rock
Just Kickin' It Like a Wild Donkey,Minus the Bear,This Is What I Know About Being Gigantic,5,2001,250,25.96 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\This Is What I Know About Being Gigantic\,05 Just Kickin' It Like a Wild Donkey.flac,Rock
Potato Juice & Liquid Bread,Minus the Bear,This Is What I Know About Being Gigantic,6,2001,298,26.34 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\This Is What I Know About Being Gigantic\,06 Potato Juice & Liquid Bread.flac,Rock
Pantsuit...Uggghhh,Minus the Bear,This Is What I Know About Being Gigantic,7,2001,355,32.85 MB,4/14/2011,D:\Music Library\Music (FLAC)\Minus the Bear\This Is What I Know About Being Gigantic\,07 Pantsuit...Uggghhh.flac,Rock
Territorial Pissings,Nirvana,Nevermind,7,1991,143,16.74 MB,4/1/2011,D:\Music Library\Music (FLAC)\Nirvana\Nevermind\,07 Territorial Pissings.flac,Rock
Lounge Act,Nirvana,Nevermind,9,1991,157,17.56 MB,4/1/2011,D:\Music Library\Music (FLAC)\Nirvana\Nevermind\,09 Lounge Act.flac,Rock
